-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Hourly Data 
Dates (month/day/year): 01/01/2001 through 12/31/2009 
Location: Latitude  47.0   Longitude -95.0 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 438.39 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
RH2M     MERRA-2 Relative Humidity at 2 Meters (%) 
-END HEADER-
YEAR,MO,DY,HR,RH2M
2001,2,8,15,95.25
2001,2,8,16,96.56
2001,2,8,17,98.12
2001,2,8,18,98.62
2001,2,8,19,98.81
2001,2,8,20,98.69
2001,2,8,21,98.12
2001,2,8,22,97.69
2001,2,8,23,97.5
2001,2,9,0,97.56
2001,2,9,1,97.62
2001,2,9,2,97.69
2001,2,9,3,98.38
2001,2,9,4,98.19
2001,2,9,5,98.19
2001,2,9,6,98.12
2001,2,9,7,98.06
2001,2,9,8,97.75
2001,2,9,9,97.06
2001,2,9,10,96.81
2001,2,9,11,96.31
2001,2,9,12,95.06
2001,2,9,13,93.44
2001,2,9,14,90.94
2001,2,9,15,89.5
2001,2,9,16,89.62
2001,2,9,17,91.75
2001,2,9,18,93.94
2001,2,9,19,95.0
2001,2,9,20,95.62
2001,2,9,21,95.62
2001,2,9,22,95.75
2001,2,9,23,96.12
2001,2,10,0,96.81
2001,2,10,1,98.0
2001,2,10,2,98.88
2001,2,10,3,99.56
2001,2,10,4,100.0
2001,2,10,5,100.0
2001,2,10,6,100.0
2001,2,10,7,100.0
2001,2,10,8,100.0
2001,2,10,9,96.25
2001,2,10,10,95.62
2001,2,10,11,92.44
2001,2,10,12,92.38
2001,2,10,13,91.56
2001,2,10,14,86.38
2001,2,10,15,85.94
2001,2,10,16,88.06
2001,2,10,17,92.69
2001,2,10,18,94.25
2001,2,10,19,94.94
2001,2,10,20,95.44
2001,2,10,21,95.19
2001,2,10,22,94.62
2001,2,10,23,94.12
2001,2,11,0,93.69
2001,2,11,1,93.5
2001,2,11,2,93.19
2001,2,11,3,93.94
2001,2,11,4,95.5
2001,2,11,5,97.06
2001,2,11,6,97.81
2001,2,11,7,97.88
2001,2,11,8,97.19
2001,2,11,9,94.94
2001,2,11,10,92.56
2001,2,11,11,92.31
2001,2,11,12,92.31
2001,2,11,13,91.69
2001,2,11,14,90.81
2001,2,11,15,90.06
2001,2,11,16,91.94
2001,2,11,17,93.25
2001,2,11,18,92.81
2001,2,11,19,91.75
2001,2,11,20,92.31
2001,2,11,21,93.06
2001,2,11,22,94.25
2001,2,11,23,95.19
2001,2,12,0,95.88
2001,2,12,1,96.38
2001,2,12,2,96.94
2001,2,12,3,97.75
2001,2,12,4,98.56
2001,2,12,5,99.06
2001,2,12,6,99.5
2001,2,12,7,99.94
2001,2,12,8,99.0
2001,2,12,9,97.19
2001,2,12,10,92.0
2001,2,12,11,85.81
2001,2,12,12,81.06
2001,2,12,13,78.88
2001,2,12,14,77.69
2001,2,12,15,79.94
2001,2,12,16,91.12
2001,2,12,17,94.81
2001,2,12,18,99.81
2001,2,12,19,100.0
2001,2,12,20,100.0
2001,2,12,21,100.0
2001,2,12,22,100.0
2001,2,12,23,100.0
2001,2,13,0,100.0
2001,2,13,1,99.88
2001,2,13,2,99.75
2001,2,13,3,100.0
2001,2,13,4,100.0
2001,2,13,5,100.0
2001,2,13,6,99.88
2001,2,13,7,99.62
2001,2,13,8,99.5
2001,2,13,9,98.88
2001,2,13,10,98.19
2001,2,13,11,95.19
2001,2,13,12,93.31
2001,2,13,13,92.62
2001,2,13,14,91.06
2001,2,13,15,89.06
2001,2,13,16,89.38
2001,2,13,17,92.62
2001,2,13,18,93.88
2001,2,13,19,94.69
2001,2,13,20,95.81
2001,2,13,21,97.0
2001,2,13,22,97.69
2001,2,13,23,98.0
2001,2,14,0,98.06
2001,2,14,1,97.88
2001,2,14,2,97.62
2001,2,14,3,97.56
2001,2,14,4,97.44
2001,2,14,5,97.56
2001,2,14,6,97.62
2001,2,14,7,97.62
2001,2,14,8,97.25
2001,2,14,9,96.81
2001,2,14,10,95.06
2001,2,14,11,95.12
2001,2,14,12,95.5
2001,2,14,13,95.44
2001,2,14,14,94.94
2001,2,14,15,94.62
2001,2,14,16,94.62
2001,2,14,17,97.38
2001,2,14,18,97.44
2001,2,14,19,98.5
2001,2,14,20,99.5
2001,2,14,21,100.0
2001,2,14,22,100.0
2001,2,14,23,100.0
2001,2,15,0,100.0
2001,2,15,1,100.0
2001,2,15,2,99.5
2001,2,15,3,99.0
2001,2,15,4,98.44
2001,2,15,5,98.19
2001,2,15,6,97.88
2001,2,15,7,97.69
2001,2,15,8,97.44
2001,2,15,9,97.06
2001,2,15,10,96.12
2001,2,15,11,95.06
2001,2,15,12,94.5
2001,2,15,13,93.94
2001,2,15,14,91.94
2001,2,15,15,90.56
2001,2,15,16,92.5
2001,2,15,17,95.88
2001,2,15,18,97.06
2001,2,15,19,95.94
2001,2,15,20,94.62
2001,2,15,21,94.56
2001,2,15,22,95.44
2001,2,15,23,95.94
2001,2,16,0,96.5
2001,2,16,1,96.56
2001,2,16,2,96.12
2001,2,16,3,97.44
2001,2,16,4,98.25
2001,2,16,5,98.25
2001,2,16,6,98.06
2001,2,16,7,97.62
2001,2,16,8,96.88
2001,2,16,9,95.56
2001,2,16,10,93.44
2001,2,16,11,91.12
2001,2,16,12,90.31
2001,2,16,13,89.62
2001,2,16,14,88.94
2001,2,16,15,89.19
2001,2,16,16,90.5
2001,2,16,17,93.69
2001,2,16,18,95.56
2001,2,16,19,96.62
2001,2,16,20,97.06
2001,2,16,21,96.94
2001,2,16,22,96.88
2001,2,16,23,97.25
2001,2,17,0,97.25
2001,2,17,1,97.44
2001,2,17,2,97.88
2001,2,17,3,98.44
2001,2,17,4,98.44
2001,2,17,5,98.38
2001,2,17,6,98.38
2001,2,17,7,98.25
2001,2,17,8,97.62
2001,2,17,9,97.56
2001,2,17,10,95.0
2001,2,17,11,90.25
2001,2,17,12,88.19
2001,2,17,13,86.19
2001,2,17,14,85.31
2001,2,17,15,85.88
2001,2,17,16,89.0
2001,2,17,17,93.75
2001,2,17,18,96.75
2001,2,17,19,98.94
2001,2,17,20,100.0
2001,2,17,21,100.0
2001,2,17,22,100.0
2001,2,17,23,100.0
2001,2,18,0,99.75
2001,2,18,1,98.56
2001,2,18,2,98.38
2001,2,18,3,98.56
2001,2,18,4,98.62
2001,2,18,5,98.69
2001,2,18,6,98.69
2001,2,18,7,98.56
2001,2,18,8,98.62
2001,2,18,9,98.25
2001,2,18,10,99.06
2001,2,18,11,98.12
2001,2,18,12,94.56
2001,2,18,13,93.56
2001,2,18,14,92.75
2001,2,18,15,92.94
2001,2,18,16,95.06
2001,2,18,17,98.12
2001,2,18,18,99.5
2001,2,18,19,99.94
2001,2,18,20,100.0
2001,2,18,21,99.75
2001,2,18,22,99.44
2001,2,18,23,99.31
2001,2,19,0,99.12
2001,2,19,1,99.06
2001,2,19,2,98.88
2001,2,19,3,98.38
2001,2,19,4,98.0
2001,2,19,5,97.94
2001,2,19,6,98.38
2001,2,19,7,98.62
2001,2,19,8,97.75
2001,2,19,9,95.06
2001,2,19,10,93.12
2001,2,19,11,88.62
2001,2,19,12,82.81
2001,2,19,13,81.88
2001,2,19,14,82.62
2001,2,19,15,83.75
2001,2,19,16,86.69
2001,2,19,17,93.25
2001,2,19,18,96.31
2001,2,19,19,98.38
2001,2,19,20,99.62
2001,2,19,21,99.38
2001,2,19,22,97.69
2001,2,19,23,95.5
2001,2,20,0,92.94
2001,2,20,1,90.38
2001,2,20,2,89.69
2001,2,20,3,93.12
2001,2,20,4,97.62
2001,2,20,5,98.69
2001,2,20,6,98.25
2001,2,20,7,98.06
2001,2,20,8,97.44
2001,2,20,9,96.69
2001,2,20,10,93.5
2001,2,20,11,88.38
2001,2,20,12,82.81
2001,2,20,13,81.06
2001,2,20,14,79.88
2001,2,20,15,80.38
2001,2,20,16,83.5
2001,2,20,17,89.56
2001,2,20,18,94.81
2001,2,20,19,97.88
2001,2,20,20,100.0
2001,2,20,21,100.0
2001,2,20,22,100.0
2001,2,20,23,100.0
2001,2,21,0,100.0
2001,2,21,1,100.0
2001,2,21,2,100.0
2001,2,21,3,100.0
2001,2,21,4,100.0
2001,2,21,5,100.0
2001,2,21,6,100.0
2001,2,21,7,100.0
2001,2,21,8,100.0
2001,2,21,9,98.06
2001,2,21,10,94.0
2001,2,21,11,87.12
2001,2,21,12,86.19
2001,2,21,13,86.19
2001,2,21,14,84.0
2001,2,21,15,84.0
2001,2,21,16,88.44
2001,2,21,17,94.69
2001,2,21,18,97.38
2001,2,21,19,97.75
2001,2,21,20,97.75
2001,2,21,21,97.62
2001,2,21,22,97.62
2001,2,21,23,97.62
2001,2,22,0,96.19
2001,2,22,1,96.81
2001,2,22,2,97.69
2001,2,22,3,98.12
2001,2,22,4,98.5
2001,2,22,5,98.75
2001,2,22,6,98.75
2001,2,22,7,97.38
2001,2,22,8,94.69
2001,2,22,9,92.88
2001,2,22,10,92.5
2001,2,22,11,91.38
2001,2,22,12,90.06
2001,2,22,13,88.81
2001,2,22,14,87.75
2001,2,22,15,88.0
2001,2,22,16,89.62
2001,2,22,17,92.94
2001,2,22,18,94.88
2001,2,22,19,95.5
2001,2,22,20,95.94
2001,2,22,21,95.94
2001,2,22,22,95.81
2001,2,22,23,96.81
2001,2,23,0,98.0
2001,2,23,1,99.5
2001,2,23,2,100.0
2001,2,23,3,100.0
2001,2,23,4,100.0
2001,2,23,5,99.25
2001,2,23,6,99.19
2001,2,23,7,99.06
2001,2,23,8,97.62
2001,2,23,9,97.69
2001,2,23,10,94.44
2001,2,23,11,86.5
2001,2,23,12,88.75
2001,2,23,13,89.5
2001,2,23,14,87.44
2001,2,23,15,86.88
2001,2,23,16,89.06
2001,2,23,17,93.0
2001,2,23,18,94.62
2001,2,23,19,95.0
2001,2,23,20,95.94
2001,2,23,21,96.94
2001,2,23,22,97.81
2001,2,23,23,98.25
2001,2,24,0,98.5
2001,2,24,1,98.62
2001,2,24,2,98.62
2001,2,24,3,98.69
2001,2,24,4,98.69
2001,2,24,5,98.69
2001,2,24,6,98.62
2001,2,24,7,98.69
2001,2,24,8,98.69
2001,2,24,9,98.25
2001,2,24,10,97.25
2001,2,24,11,96.19
2001,2,24,12,95.5
2001,2,24,13,94.56
2001,2,24,14,93.44
2001,2,24,15,93.25
2001,2,24,16,95.25
2001,2,24,17,97.56
2001,2,24,18,98.56
2001,2,24,19,99.0
2001,2,24,20,98.94
2001,2,24,21,98.88
2001,2,24,22,98.81
2001,2,24,23,98.88
2001,2,25,0,98.88
2001,2,25,1,98.62
2001,2,25,2,98.44
2001,2,25,3,97.75
2001,2,25,4,97.12
2001,2,25,5,96.88
2001,2,25,6,96.88
2001,2,25,7,97.06
2001,2,25,8,97.12
2001,2,25,9,95.94
2001,2,25,10,94.88
2001,2,25,11,93.69
2001,2,25,12,92.25
2001,2,25,13,90.75
2001,2,25,14,89.75
2001,2,25,15,89.94
2001,2,25,16,91.44
2001,2,25,17,93.44
2001,2,25,18,95.12
2001,2,25,19,96.44
2001,2,25,20,97.5
2001,2,25,21,98.06
2001,2,25,22,98.56
2001,2,25,23,99.5
2001,2,26,0,98.81
2001,2,26,1,96.5
2001,2,26,2,95.88
2001,2,26,3,96.12
2001,2,26,4,96.69
2001,2,26,5,97.62
2001,2,26,6,99.0
2001,2,26,7,98.44
2001,2,26,8,97.69
2001,2,26,9,95.81
2001,2,26,10,91.75
2001,2,26,11,88.44
2001,2,26,12,86.06
2001,2,26,13,84.25
2001,2,26,14,83.06
2001,2,26,15,83.06
2001,2,26,16,85.5
2001,2,26,17,91.12
2001,2,26,18,96.12
2001,2,26,19,99.12
2001,2,26,20,99.62
2001,2,26,21,98.62
2001,2,26,22,97.56
2001,2,26,23,96.81
2001,2,27,0,96.44
2001,2,27,1,95.88
2001,2,27,2,95.75
2001,2,27,3,96.5
2001,2,27,4,97.88
2001,2,27,5,99.44
2001,2,27,6,99.38
2001,2,27,7,98.38
2001,2,27,8,97.0
2001,2,27,9,94.31
2001,2,27,10,92.56
2001,2,27,11,91.44
2001,2,27,12,86.25
2001,2,27,13,83.31
2001,2,27,14,81.06
2001,2,27,15,82.25
2001,2,27,16,86.81
2001,2,27,17,94.88
2001,2,27,18,100.0
2001,2,27,19,100.0
2001,2,27,20,100.0
2001,2,27,21,100.0
2001,2,27,22,98.75
2001,2,27,23,98.44
2001,2,28,0,98.25
2001,2,28,1,98.0
2001,2,28,2,98.0
2001,2,28,3,98.19
2001,2,28,4,98.06
2001,2,28,5,98.06
2001,2,28,6,98.25
2001,2,28,7,98.31
2001,2,28,8,98.06
2001,2,28,9,97.62
2001,2,28,10,95.38
2001,2,28,11,93.12
2001,2,28,12,92.19
2001,2,28,13,91.75
2001,2,28,14,89.0
2001,2,28,15,89.69
2001,2,28,16,93.69
2001,2,28,17,97.75
2001,2,28,18,100.0
2001,2,28,19,100.0
2001,2,28,20,100.0
2001,2,28,21,100.0
2001,2,28,22,100.0
2001,2,28,23,100.0
2001,3,1,0,100.0
2001,3,1,1,100.0
2001,3,1,2,100.0
2001,3,1,3,100.0
2001,3,1,4,100.0
2001,3,1,5,99.69
2001,3,1,6,99.19
2001,3,1,7,98.25
2001,3,1,8,95.88
2001,3,1,9,93.88
2001,3,1,10,92.56
2001,3,1,11,92.0
2001,3,1,12,91.75
2001,3,1,13,91.94
2001,3,1,14,91.69
2001,3,1,15,91.88
2001,3,1,16,92.81
2001,3,1,17,94.06
2001,3,1,18,96.5
2001,3,1,19,98.0
2001,3,1,20,98.88
2001,3,1,21,99.38
2001,3,1,22,99.62
2001,3,1,23,99.69
2001,3,2,0,99.88
2001,3,2,1,100.0
2001,3,2,2,100.0
2001,3,2,3,100.0
2001,3,2,4,100.0
2001,3,2,5,100.0
2001,3,2,6,100.0
2001,3,2,7,100.0
2001,3,2,8,100.0
2001,3,2,9,98.5
2001,3,2,10,95.62
2001,3,2,11,91.44
2001,3,2,12,90.44
2001,3,2,13,91.56
2001,3,2,14,92.5
2001,3,2,15,92.81
2001,3,2,16,92.81
2001,3,2,17,93.12
2001,3,2,18,95.38
2001,3,2,19,94.31
2001,3,2,20,92.38
2001,3,2,21,91.06
2001,3,2,22,90.56
2001,3,2,23,90.88
2001,3,3,0,91.81
2001,3,3,1,93.19
2001,3,3,2,94.69
2001,3,3,3,96.19
2001,3,3,4,97.75
2001,3,3,5,99.25
2001,3,3,6,100.0
2001,3,3,7,99.5
2001,3,3,8,97.94
2001,3,3,9,96.44
2001,3,3,10,97.62
2001,3,3,11,94.81
2001,3,3,12,92.5
2001,3,3,13,91.25
2001,3,3,14,90.75
2001,3,3,15,89.31
2001,3,3,16,88.38
2001,3,3,17,90.75
2001,3,3,18,94.25
2001,3,3,19,95.0
2001,3,3,20,94.38
2001,3,3,21,95.0
2001,3,3,22,96.31
2001,3,3,23,97.94
2001,3,4,0,99.75
2001,3,4,1,100.0
2001,3,4,2,100.0
2001,3,4,3,100.0
2001,3,4,4,100.0
2001,3,4,5,100.0
2001,3,4,6,100.0
2001,3,4,7,99.62
2001,3,4,8,98.44
2001,3,4,9,96.94
2001,3,4,10,90.62
2001,3,4,11,85.12
2001,3,4,12,83.88
2001,3,4,13,85.88
2001,3,4,14,88.5
2001,3,4,15,89.94
2001,3,4,16,91.0
2001,3,4,17,93.12
2001,3,4,18,93.81
2001,3,4,19,93.75
2001,3,4,20,94.56
2001,3,4,21,95.44
2001,3,4,22,96.38
2001,3,4,23,97.56
2001,3,5,0,98.94
2001,3,5,1,100.0
2001,3,5,2,100.0
2001,3,5,3,100.0
2001,3,5,4,100.0
2001,3,5,5,100.0
2001,3,5,6,100.0
2001,3,5,7,99.88
2001,3,5,8,99.25
2001,3,5,9,98.88
2001,3,5,10,93.38
2001,3,5,11,86.19
2001,3,5,12,84.69
2001,3,5,13,85.5
2001,3,5,14,86.06
2001,3,5,15,85.5
2001,3,5,16,86.19
2001,3,5,17,92.44
2001,3,5,18,93.56
2001,3,5,19,95.06
2001,3,5,20,96.44
2001,3,5,21,97.44
2001,3,5,22,98.5
2001,3,5,23,99.5
2001,3,6,0,100.0
2001,3,6,1,100.0
2001,3,6,2,100.0
2001,3,6,3,100.0
2001,3,6,4,100.0
2001,3,6,5,100.0
2001,3,6,6,100.0
2001,3,6,7,100.0
2001,3,6,8,98.38
2001,3,6,9,95.0
2001,3,6,10,94.88
2001,3,6,11,89.12
2001,3,6,12,78.44
2001,3,6,13,77.69
2001,3,6,14,78.25
2001,3,6,15,80.19
2001,3,6,16,83.81
2001,3,6,17,92.25
2001,3,6,18,94.44
2001,3,6,19,95.44
2001,3,6,20,96.62
2001,3,6,21,97.75
2001,3,6,22,98.62
2001,3,6,23,99.25
2001,3,7,0,99.88
2001,3,7,1,100.0
2001,3,7,2,99.88
2001,3,7,3,99.38
2001,3,7,4,98.88
2001,3,7,5,98.5
2001,3,7,6,98.44
2001,3,7,7,98.69
2001,3,7,8,98.75
2001,3,7,9,97.62
2001,3,7,10,93.19
2001,3,7,11,90.44
2001,3,7,12,88.19
2001,3,7,13,87.44
2001,3,7,14,86.5
2001,3,7,15,85.44
2001,3,7,16,87.5
2001,3,7,17,90.5
2001,3,7,18,93.12
2001,3,7,19,94.94
2001,3,7,20,96.25
2001,3,7,21,97.12
2001,3,7,22,97.44
2001,3,7,23,97.25
2001,3,8,0,98.12
2001,3,8,1,98.69
2001,3,8,2,99.06
2001,3,8,3,99.44
2001,3,8,4,99.62
2001,3,8,5,99.44
2001,3,8,6,99.31
2001,3,8,7,99.06
2001,3,8,8,98.81
2001,3,8,9,97.81
2001,3,8,10,94.06
2001,3,8,11,90.06
2001,3,8,12,87.81
2001,3,8,13,86.56
2001,3,8,14,86.06
2001,3,8,15,86.0
2001,3,8,16,87.06
2001,3,8,17,90.44
2001,3,8,18,93.81
2001,3,8,19,94.88
2001,3,8,20,95.69
2001,3,8,21,96.5
2001,3,8,22,97.56
2001,3,8,23,99.06
2001,3,9,0,100.0
2001,3,9,1,100.0
2001,3,9,2,100.0
2001,3,9,3,100.0
2001,3,9,4,100.0
2001,3,9,5,100.0
2001,3,9,6,100.0
2001,3,9,7,100.0
2001,3,9,8,100.0
2001,3,9,9,100.0
2001,3,9,10,98.38
2001,3,9,11,93.19
2001,3,9,12,91.12
2001,3,9,13,88.44
2001,3,9,14,88.0
2001,3,9,15,89.5
2001,3,9,16,91.88
2001,3,9,17,96.5
2001,3,9,18,98.38
2001,3,9,19,99.5
2001,3,9,20,100.0
2001,3,9,21,99.62
2001,3,9,22,99.5
2001,3,9,23,99.5
2001,3,10,0,99.5
2001,3,10,1,99.5
2001,3,10,2,99.44
2001,3,10,3,99.38
2001,3,10,4,99.25
2001,3,10,5,99.12
2001,3,10,6,98.88
2001,3,10,7,98.12
2001,3,10,8,97.56
2001,3,10,9,95.94
2001,3,10,10,92.75
2001,3,10,11,90.0
2001,3,10,12,86.56
2001,3,10,13,83.12
2001,3,10,14,80.81
2001,3,10,15,79.62
2001,3,10,16,81.19
2001,3,10,17,85.12
2001,3,10,18,89.06
2001,3,10,19,92.19
2001,3,10,20,93.81
2001,3,10,21,94.38
2001,3,10,22,95.06
2001,3,10,23,96.69
2001,3,11,0,98.5
2001,3,11,1,100.0
2001,3,11,2,100.0
2001,3,11,3,100.0
2001,3,11,4,100.0
2001,3,11,5,100.0
2001,3,11,6,100.0
2001,3,11,7,100.0
2001,3,11,8,98.44
2001,3,11,9,97.69
2001,3,11,10,94.69
2001,3,11,11,86.25
2001,3,11,12,79.5
2001,3,11,13,76.19
2001,3,11,14,75.75
2001,3,11,15,76.12
2001,3,11,16,80.69
2001,3,11,17,90.44
2001,3,11,18,93.5
2001,3,11,19,94.38
2001,3,11,20,95.0
2001,3,11,21,95.12
2001,3,11,22,94.44
2001,3,11,23,94.5
2001,3,12,0,95.19
2001,3,12,1,95.62
2001,3,12,2,96.25
2001,3,12,3,97.38
2001,3,12,4,98.69
2001,3,12,5,99.44
2001,3,12,6,99.75
2001,3,12,7,99.69
2001,3,12,8,99.38
2001,3,12,9,98.75
2001,3,12,10,97.44
2001,3,12,11,96.0
2001,3,12,12,94.94
2001,3,12,13,93.5
2001,3,12,14,92.56
2001,3,12,15,92.5
2001,3,12,16,92.75
2001,3,12,17,95.06
2001,3,12,18,95.5
2001,3,12,19,96.5
2001,3,12,20,98.19
2001,3,12,21,99.56
2001,3,12,22,100.0
2001,3,12,23,100.0
2001,3,13,0,100.0
2001,3,13,1,100.0
2001,3,13,2,100.0
2001,3,13,3,100.0
2001,3,13,4,100.0
2001,3,13,5,100.0
2001,3,13,6,100.0
2001,3,13,7,100.0
2001,3,13,8,99.44
2001,3,13,9,96.5
2001,3,13,10,93.19
2001,3,13,11,91.62
2001,3,13,12,91.25
2001,3,13,13,92.0
2001,3,13,14,91.38
2001,3,13,15,89.75
2001,3,13,16,89.06
2001,3,13,17,88.44
2001,3,13,18,89.5
2001,3,13,19,89.56
2001,3,13,20,89.56
2001,3,13,21,89.31
2001,3,13,22,89.12
2001,3,13,23,89.75
2001,3,14,0,90.94
2001,3,14,1,92.5
2001,3,14,2,94.19
2001,3,14,3,95.62
2001,3,14,4,96.5
2001,3,14,5,97.44
2001,3,14,6,99.19
2001,3,14,7,98.69
2001,3,14,8,95.56
2001,3,14,9,90.12
2001,3,14,10,90.5
2001,3,14,11,91.75
2001,3,14,12,91.94
2001,3,14,13,90.19
2001,3,14,14,88.25
2001,3,14,15,86.56
2001,3,14,16,85.81
2001,3,14,17,85.06
2001,3,14,18,85.44
2001,3,14,19,86.75
2001,3,14,20,90.0
2001,3,14,21,94.5
2001,3,14,22,98.19
2001,3,14,23,100.0
2001,3,15,0,100.0
2001,3,15,1,100.0
2001,3,15,2,100.0
2001,3,15,3,100.0
2001,3,15,4,100.0
2001,3,15,5,99.75
2001,3,15,6,99.44
2001,3,15,7,98.69
2001,3,15,8,96.5
2001,3,15,9,95.12
2001,3,15,10,94.56
2001,3,15,11,88.0
2001,3,15,12,82.44
2001,3,15,13,80.25
2001,3,15,14,78.88
2001,3,15,15,77.81
2001,3,15,16,78.88
2001,3,15,17,85.44
2001,3,15,18,81.19
2001,3,15,19,80.38
2001,3,15,20,82.69
2001,3,15,21,84.88
2001,3,15,22,87.06
2001,3,15,23,88.31
2001,3,16,0,88.44
2001,3,16,1,88.31
2001,3,16,2,89.19
2001,3,16,3,91.06
2001,3,16,4,93.25
2001,3,16,5,95.06
2001,3,16,6,96.0
2001,3,16,7,94.06
2001,3,16,8,91.75
2001,3,16,9,88.88
2001,3,16,10,76.94
2001,3,16,11,73.19
2001,3,16,12,72.19
2001,3,16,13,70.5
2001,3,16,14,68.88
2001,3,16,15,69.69
2001,3,16,16,69.44
2001,3,16,17,70.81
2001,3,16,18,69.88
2001,3,16,19,74.38
2001,3,16,20,80.06
2001,3,16,21,86.5
2001,3,16,22,93.62
2001,3,16,23,100.0
2001,3,17,0,100.0
2001,3,17,1,100.0
2001,3,17,2,100.0
2001,3,17,3,100.0
2001,3,17,4,100.0
2001,3,17,5,100.0
2001,3,17,6,100.0
2001,3,17,7,97.44
2001,3,17,8,91.94
2001,3,17,9,86.62
2001,3,17,10,74.81
2001,3,17,11,71.69
2001,3,17,12,67.62
2001,3,17,13,66.19
2001,3,17,14,64.44
2001,3,17,15,64.12
2001,3,17,16,67.69
2001,3,17,17,80.38
2001,3,17,18,90.69
2001,3,17,19,93.25
2001,3,17,20,93.0
2001,3,17,21,90.94
2001,3,17,22,89.0
2001,3,17,23,88.25
2001,3,18,0,88.19
2001,3,18,1,88.69
2001,3,18,2,89.44
2001,3,18,3,90.88
2001,3,18,4,92.81
2001,3,18,5,94.0
2001,3,18,6,94.12
2001,3,18,7,90.06
2001,3,18,8,85.81
2001,3,18,9,81.12
2001,3,18,10,74.44
2001,3,18,11,67.69
2001,3,18,12,64.44
2001,3,18,13,64.5
2001,3,18,14,67.31
2001,3,18,15,72.31
2001,3,18,16,79.38
2001,3,18,17,84.38
2001,3,18,18,86.56
2001,3,18,19,88.19
2001,3,18,20,90.31
2001,3,18,21,92.5
2001,3,18,22,93.25
2001,3,18,23,93.56
2001,3,19,0,91.94
2001,3,19,1,92.62
2001,3,19,2,95.94
2001,3,19,3,99.06
2001,3,19,4,100.0
2001,3,19,5,100.0
2001,3,19,6,100.0
2001,3,19,7,97.5
2001,3,19,8,94.0
2001,3,19,9,89.38
2001,3,19,10,85.69
2001,3,19,11,76.12
2001,3,19,12,63.56
2001,3,19,13,57.12
2001,3,19,14,54.31
2001,3,19,15,54.62
2001,3,19,16,63.69
2001,3,19,17,80.06
2001,3,19,18,86.69
2001,3,19,19,96.31
2001,3,19,20,99.44
2001,3,19,21,98.12
2001,3,19,22,96.31
2001,3,19,23,95.5
2001,3,20,0,95.0
2001,3,20,1,94.19
2001,3,20,2,96.0
2001,3,20,3,97.62
2001,3,20,4,97.5
2001,3,20,5,97.12
2001,3,20,6,96.75
2001,3,20,7,92.44
2001,3,20,8,90.19
2001,3,20,9,86.5
2001,3,20,10,83.12
2001,3,20,11,75.62
2001,3,20,12,60.38
2001,3,20,13,51.81
2001,3,20,14,55.44
2001,3,20,15,52.69
2001,3,20,16,56.81
2001,3,20,17,67.69
2001,3,20,18,67.12
2001,3,20,19,70.62
2001,3,20,20,70.94
2001,3,20,21,65.88
2001,3,20,22,57.56
2001,3,20,23,50.44
2001,3,21,0,46.38
2001,3,21,1,48.5
2001,3,21,2,52.25
2001,3,21,3,57.94
2001,3,21,4,64.12
2001,3,21,5,68.5
2001,3,21,6,70.81
2001,3,21,7,64.75
2001,3,21,8,54.0
2001,3,21,9,48.56
2001,3,21,10,37.88
2001,3,21,11,35.38
2001,3,21,12,33.38
2001,3,21,13,32.12
2001,3,21,14,32.0
2001,3,21,15,32.75
2001,3,21,16,40.81
2001,3,21,17,61.12
2001,3,21,18,65.5
2001,3,21,19,66.81
2001,3,21,20,67.81
2001,3,21,21,69.94
2001,3,21,22,71.62
2001,3,21,23,76.75
2001,3,22,0,82.31
2001,3,22,1,87.88
2001,3,22,2,91.62
2001,3,22,3,97.5
2001,3,22,4,96.38
2001,3,22,5,91.25
2001,3,22,6,85.88
2001,3,22,7,79.88
2001,3,22,8,72.69
2001,3,22,9,64.44
2001,3,22,10,56.06
2001,3,22,11,49.44
2001,3,22,12,44.12
2001,3,22,13,40.0
2001,3,22,14,37.75
2001,3,22,15,37.56
2001,3,22,16,39.94
2001,3,22,17,49.56
2001,3,22,18,70.62
2001,3,22,19,73.0
2001,3,22,20,69.75
2001,3,22,21,70.56
2001,3,22,22,71.81
2001,3,22,23,70.56
2001,3,23,0,68.0
2001,3,23,1,67.94
2001,3,23,2,68.19
2001,3,23,3,69.75
2001,3,23,4,72.62
2001,3,23,5,75.75
2001,3,23,6,78.62
2001,3,23,7,78.38
2001,3,23,8,73.56
2001,3,23,9,66.06
2001,3,23,10,59.12
2001,3,23,11,52.94
2001,3,23,12,42.69
2001,3,23,13,34.94
2001,3,23,14,33.5
2001,3,23,15,34.38
2001,3,23,16,36.25
2001,3,23,17,39.88
2001,3,23,18,44.88
2001,3,23,19,49.75
2001,3,23,20,54.75
2001,3,23,21,58.62
2001,3,23,22,61.38
2001,3,23,23,63.94
2001,3,24,0,65.75
2001,3,24,1,67.5
2001,3,24,2,69.44
2001,3,24,3,72.0
2001,3,24,4,74.19
2001,3,24,5,75.44
2001,3,24,6,76.12
2001,3,24,7,74.75
2001,3,24,8,72.38
2001,3,24,9,69.12
2001,3,24,10,65.31
2001,3,24,11,62.56
2001,3,24,12,60.81
2001,3,24,13,59.94
2001,3,24,14,59.62
2001,3,24,15,59.62
2001,3,24,16,60.69
2001,3,24,17,63.06
