tair,rh,D_air,irradiance,apar,Cs,bm_c,bm_n,rCN,Vm25,LAI,Ac,An,Reco,NEE
-9.8803,0.0,0.087531044735965,0.0,0.0,400.0,0.0,0.0,30.0,38.43125,0.0,0.0,0.0,0.8053911245544244,0.8053911245544244
-7.1114,0.0,0.10813681188895476,0.0,0.0,400.0,0.0,0.0,30.0,38.43125,0.0,0.0,0.0,0.975796003011993,0.975796003011993
-3.7202,0.0,0.13926705562825664,0.0,0.0,400.0,0.0,0.0,30.0,38.43125,0.0,0.0,0.0,1.2343670692171893,1.2343670692171893
0.0621,0.0,0.18330624515699914,0.0,134.17302999999998,400.0,0.0,0.0,30.0,38.43125,0.0,0.0,0.0,1.6043639773537492,1.6043639773537492
3.9779,0.0,0.24170532971246952,0.0,461.57412,400.0,0.0,0.0,30.0,38.43125,0.0,0.0,0.0,2.1046516683348426,2.1046516683348426
7.7602,0.0,0.3134159489944231,0.0,728.89622,400.0,0.0,0.0,30.0,38.43125,0.0,0.0,0.0,2.735513127140774,2.735513127140774
11.1514,0.0,0.3933107989449626,0.0,917.92149,400.0,0.0,0.0,30.0,38.43125,0.0,0.0,0.0,3.46038240690806,3.46038240690806
13.9203,0.0,0.4715487511377586,0.0,1015.7680899999999,400.0,0.0,0.0,30.0,38.43125,0.0,0.0,0.0,4.192531080376624,4.192531080376624
15.8782,0.0,0.5349690904577016,0.0,1015.7680899999999,400.0,0.0,0.0,30.0,38.43125,0.0,0.0,0.0,4.8019203676454065,4.8019203676454065
16.8917,0.0,0.5706977687275591,0.0,917.92149,400.0,0.0,0.0,30.0,38.43125,0.0,0.0,0.0,5.151388970113927,5.151388970113927
16.8917,0.0,0.5706977687275591,0.0,728.89622,400.0,0.0,0.0,30.0,38.43125,0.0,0.0,0.0,5.151388970113927,5.151388970113927
15.8782,0.0,0.5349690904577016,0.0,461.57412,400.0,0.0,0.0,30.0,38.43125,0.0,0.0,0.0,4.8019203676454065,4.8019203676454065
13.9203,0.0,0.4715487511377586,0.0,134.17302999999998,400.0,0.0,0.0,30.0,38.43125,0.0,0.0,0.0,4.192531080376624,4.192531080376624
11.1514,0.0,0.3933107989449626,0.0,0.0,400.0,0.0,0.0,30.0,38.43125,0.0,0.0,0.0,3.46038240690806,3.46038240690806
7.7603,0.0,0.313418072914573,0.0,0.0,400.0,0.0,0.0,30.0,38.43125,0.0,0.0,0.0,2.7355320883385987,2.7355320883385987
3.9779,0.0,0.24170532971246952,0.0,0.0,400.0,0.0,0.0,30.0,38.43125,0.0,0.0,0.0,2.1046516683348426,2.1046516683348426
0.0621,0.0,0.18330624515699914,0.0,0.0,400.0,0.0,0.0,30.0,38.43125,0.0,0.0,0.0,1.6043639773537492,1.6043639773537492
-3.7202,0.0,0.13926705562825664,0.0,0.0,400.0,0.0,0.0,30.0,38.43125,0.0,0.0,0.0,1.2343670692171893,1.2343670692171893
-7.1114,0.0,0.10813681188895476,0.0,0.0,400.0,0.0,0.0,30.0,38.43125,0.0,0.0,0.0,0.975796003011993,0.975796003011993
-9.8803,0.0,0.087531044735965,0.0,0.0,400.0,0.0,0.0,30.0,38.43125,0.0,0.0,0.0,0.8053911245544244,0.8053911245544244
-7.3035,0.0,0.10384385783209563,0.0,0.0,400.0,0.0,0.0,30.0,38.43125,0.0,0.0,0.0,0.9589326507476534,0.9589326507476534
-8.3123,0.0,0.09618446719174371,0.0,0.0,400.0,0.0,0.0,30.0,38.43125,0.0,0.0,0.0,0.8941702168548497,0.8941702168548497
-8.3123,0.0,0.09618446719174371,0.0,0.0,400.0,0.0,0.0,30.0,38.43125,0.0,0.0,0.0,0.8941702168548497,0.8941702168548497
-7.3035,0.0,0.10384385783209563,0.0,0.0,400.0,0.0,0.0,30.0,38.43125,0.0,0.0,0.0,0.9589326507476534,0.9589326507476534
-5.3548,0.0,0.12021259066535626,0.0,0.0,400.0,0.0,0.0,30.0,38.43125,0.0,0.0,0.0,1.0976144641532655,1.0976144641532655
-2.5988,0.0,0.14732990422211095,0.0,0.0,400.0,0.0,0.0,30.0,38.43125,0.0,0.0,0.0,1.3286594729190087,1.3286594729190087
0.7765,0.0,0.18795819410882814,0.0,0.0,400.0,0.0,0.0,30.0,38.43125,0.0,0.0,0.0,1.678882656450465,1.678882656450465
4.5412,0.0,0.2449067562301644,0.0,137.17683,400.0,0.0,0.0,30.0,38.43125,0.0,0.0,0.0,2.1794610157861802,2.1794610157861802
